page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
340002,Hate-Monger (National Force) (Earth-616),\/Hate-Monger_(National_Force)_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Deceased Characters,6,Jun-07,2007
69025,Jamal Peoples (Earth-616),\/Jamal_Peoples_(Earth-616),Secret Identity,Bad Characters,Hazel Eyes,Brown Hair,Male Characters,,Living Characters,6,Feb-07,2007
102693,Kamar (Earth-616),\/Kamar_(Earth-616),No Dual Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,6,Aug-07,2007
83024,Nicole (Robot) (Earth-616),\/Nicole_(Robot)_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Female Characters,,Deceased Characters,6,Apr-07,2007
35921,Oberon (Earth-616),\/Oberon_(Earth-616),,Neutral Characters,Gold Eyes,Black Hair,Male Characters,,Living Characters,6,Jan-07,2007
87794,Red Ronin (UJ1-DX) (Earth-616),\/Red_Ronin_(UJ1-DX)_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Red Hair,Female Characters,,Living Characters,6,Oct-07,2007
672020,Steven Rogers (Onslaught Reborn) (Earth-616),\/Steven_Rogers_(Onslaught_Reborn)_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,6,Feb-07,2007
479655,Tatiana Arocha (Earth-616),\/Tatiana_Arocha_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,6,Jun-07,2007
119456,Trenton Craft (Earth-616),\/Trenton_Craft_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Blond Hair,Male Characters,,Living Characters,6,Nov-07,2007
666123,Tristan (Street Arabs) (Earth-616),\/Tristan_(Street_Arabs)_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Bald,Male Characters,,Living Characters,6,Jun-07,2007
123363,Bendigeidfran (Earth-616),\/Bendigeidfran_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,6,Feb-08,2008
293469,Clinton Barton (Skrull) (Earth-616),\/Clinton_Barton_(Skrull)_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Deceased Characters,6,Jun-08,2008
745957,Doctor Tramma (Earth-616),\/Doctor_Tramma_(Earth-616),,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,6,Sep-08,2008
168048,Edward Black Wolf (Earth-616),\/Edward_Black_Wolf_(Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,6,Oct-08,2008
292358,Emma Frost (Skrull) (Earth-616),\/Emma_Frost_(Skrull)_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Blond Hair,Female Characters,,Deceased Characters,6,Jun-08,2008
244825,Ethan Warren (Earth-616),\/Ethan_Warren_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,6,May-08,2008
295607,Fiona Fitzhugh (Earth-616),\/Fiona_Fitzhugh_(Earth-616),Public Identity,Good Characters,,Orange Hair,Female Characters,,Living Characters,6,Nov-08,2008
293336,Jean Grey (Skrull) (Earth-616),\/Jean_Grey_(Skrull)_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,,Deceased Characters,6,Jun-08,2008
664969,Lena Sendak (Earth-616),\/Lena_Sendak_(Earth-616),,,,,Female Characters,,Living Characters,6,Oct-08,2008
106937,Lillie McGurty (Earth-616),\/Lillie_McGurty_(Earth-616),Secret Identity,Good Characters,Green Eyes,Grey Hair,Female Characters,,Living Characters,6,Aug-08,2008
107386,Lisa Parfrey (Earth-616),\/Lisa_Parfrey_(Earth-616),Public Identity,,,Blond Hair,Female Characters,,Deceased Characters,6,Apr-08,2008
293322,Luke Cage (Skrull) (Earth-616),\/Luke_Cage_(Skrull)_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Deceased Characters,6,Jun-08,2008
249732,Michael van Patrick (KIA) (Earth-616),\/Michael_van_Patrick_(KIA)_(Earth-616),Secret Identity,Bad Characters,White Eyes,Brown Hair,Male Characters,,Living Characters,6,Feb-08,2008
635383,Mister Eleven (Earth-616),\/Mister_Eleven_(Earth-616),Secret Identity,Neutral Characters,Variable Eyes,Variable Hair,Male Characters,,Living Characters,6,Jan-08,2008
440154,Nathan Jefferson (Earth-616),\/Nathan_Jefferson_(Earth-616),,,,,Male Characters,,Living Characters,6,Jan-08,2008
121669,Peter Parker (Skrull) (Earth-616),\/Peter_Parker_(Skrull)_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,6,Jun-08,2008
126034,Retcon (Leila) (Earth-616),\/Retcon_(Leila)_(Earth-616),Secret Identity,Good Characters,,White Hair,Female Characters,,Living Characters,6,May-08,2008
121893,Robert Carr (Earth-616),\/Robert_Carr_(Earth-616),Public Identity,,Blue Eyes,Black Hair,Male Characters,,Living Characters,6,Jul-08,2008
250653,Shoba Mirza (Earth-616),\/Shoba_Mirza_(Earth-616),Secret Identity,,Brown Eyes,Black Hair,Female Characters,,Living Characters,6,Dec-08,2008
292359,Simon Williams (Skrull) (Earth-616),\/Simon_Williams_(Skrull)_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,6,Jun-08,2008
292357,Thor Odinson (Skrull) (Earth-616),\/Thor_Odinson_(Skrull)_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Blond Hair,Male Characters,,Deceased Characters,6,Jun-08,2008
293385,Vision (Skrull) (Earth-616),\/Vision_(Skrull)_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Deceased Characters,6,Jun-08,2008
494309,Yuen Yee (Earth-616),\/Yuen_Yee_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,6,Dec-08,2008
579620,Alexa Reilly (Earth-616),\/Alexa_Reilly_(Earth-616),No Dual Identity,Good Characters,,Red Hair,Female Characters,,Living Characters,6,Sep-09,2009
263089,Ban-Luck (Earth-616),\/Ban-Luck_(Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,6,Jul-09,2009
524830,Charlie Chainsaw (Earth-616),\/Charlie_Chainsaw_(Earth-616),,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,6,Dec-09,2009
273335,Death Reaper (Earth-616),\/Death_Reaper_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,6,Aug-09,2009
466981,Marci Sabol (Earth-616),\/Marci_Sabol_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Blond Hair,Female Characters,,Deceased Characters,6,Jul-09,2009
494305,Master Po (Earth-616),\/Master_Po_(Earth-616),Public Identity,Good Characters,Grey Eyes,White Hair,Male Characters,,Living Characters,6,Jan-09,2009
277703,Ohyaku (Earth-616),\/Ohyaku_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,6,Nov-09,2009
241896,Zhang Chin (Earth-616),\/Zhang_Chin_(Earth-616),,Bad Characters,,,Male Characters,,Deceased Characters,6,Jan-09,2009
250460,Zzxz (Earth-616),\/Zzxz_(Earth-616),No Dual Identity,Bad Characters,White Eyes,No Hair,Agender Characters,,Living Characters,6,Mar-09,2009
497482,Anti-Priest (Earth-616),\/Anti-Priest_(Earth-616),Public Identity,Bad Characters,Black Eyes,Bald,Male Characters,,Living Characters,6,Jun-10,2010
345211,Broken Blade (Earth-616),\/Broken_Blade_(Earth-616),Secret Identity,Neutral Characters,Red Eyes,Black Hair,Female Characters,,Living Characters,6,Sep-10,2010
573235,Cecilia (S.W.O.R.D.) (Earth-616),\/Cecilia_(S.W.O.R.D.)_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,6,Feb-10,2010
382613,Dennis Sykes (Earth-616),\/Dennis_Sykes_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,6,Nov-10,2010
339090,Jaime Slade (Earth-616),\/Jaime_Slade_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Female Characters,,Living Characters,6,Aug-10,2010
416257,Loca (Inferno Baby) (Earth-616),\/Loca_(Inferno_Baby)_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,6,Oct-10,2010
326434,Plutonia II (Earth-616),\/Plutonia_II_(Earth-616),Secret Identity,Good Characters,,No Hair,Female Characters,,Living Characters,6,May-10,2010
497263,Prax Ord (Earth-616),\/Prax_Ord_(Earth-616),Secret Identity,Good Characters,,No Hair,Male Characters,,Living Characters,6,Jun-10,2010
425294,Teela Coldassian (Earth-616),\/Teela_Coldassian_(Earth-616),Public Identity,Good Characters,Red Eyes,White Hair,Female Characters,,Living Characters,6,Dec-10,2010
594213,Uthana Thoth (Earth-616),\/Uthana_Thoth_(Earth-616),Public Identity,Bad Characters,Yellow Eyes,White Hair,Male Characters,,Living Characters,6,Nov-10,2010
339704,Warhead (Earth-616),\/Warhead_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Green Hair,Male Characters,,Deceased Characters,6,Aug-10,2010
413724,William Grant Nelson (Earth-616),\/William_Grant_Nelson_(Earth-616),Secret Identity,Neutral Characters,Green Eyes,Orange Hair,Male Characters,,Living Characters,6,Jun-10,2010
468594,Brady Briedel (Earth-616),\/Brady_Briedel_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,6,Sep-11,2011
491697,Carolina Washington (Earth-616),\/Carolina_Washington_(Earth-616),Public Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,6,Dec-11,2011
723991,Evolutionary (Earth-616),\/Evolutionary_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,6,Jul-11,2011
476769,Helene Panayiotou (Earth-616),\/Helene_Panayiotou_(Earth-616),Public Identity,Neutral Characters,,Black Hair,Female Characters,,Living Characters,6,Jun-11,2011
433315,Michelangelo Simoni (Earth-616),\/Michelangelo_Simoni_(Earth-616),Secret Identity,Neutral Characters,,,Male Characters,,Living Characters,6,Apr-11,2011
470805,Mike Zelinsky (Earth-616),\/Mike_Zelinsky_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,6,Apr-11,2011
436869,Nicolae Dinu (Earth-616),\/Nicolae_Dinu_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,6,Feb-11,2011
444920,Orksa (Earth-616),\/Orksa_(Earth-616),No Dual Identity,Neutral Characters,White Eyes,No Hair,Female Characters,,Living Characters,6,Apr-11,2011
501780,Rhea (Warhawk) (Earth-616),\/Rhea_(Warhawk)_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,6,Jun-11,2011
705682,Robert Jema (Earth-616),\/Robert_Jema_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,6,May-11,2011
465035,Sun Wukong (Earth-616),\/Sun_Wukong_(Earth-616),Secret Identity,Good Characters,Black Eyes,Bald,Male Characters,,Living Characters,6,Jul-11,2011
479513,Ultimate Nullifier (Teen Brigade) (Earth-616),\/Ultimate_Nullifier_(Teen_Brigade)_(Earth-616),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,6,Sep-11,2011
420422,Uravo (Earth-616),\/Uravo_(Earth-616),Secret Identity,Neutral Characters,Yellow Eyes,No Hair,Female Characters,,Living Characters,6,Feb-11,2011
422607,Vladimir Dinu (Earth-616),\/Vladimir_Dinu_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,6,Feb-11,2011
570479,Borya Cich (Earth-616),\/Borya_Cich_(Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Deceased Characters,6,Oct-12,2012
570453,Gabriel Shepherd (Earth-616),\/Gabriel_Shepherd_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,6,Nov-12,2012
570488,Ivan Banionis (Earth-616),\/Ivan_Banionis_(Earth-616),Public Identity,Bad Characters,,Bald,Male Characters,,Living Characters,6,Oct-12,2012
506363,Lasher (War dog) (Earth-616),\/Lasher_(War_dog)_(Earth-616),Public Identity,Good Characters,,Green Hair,Female Characters,,Living Characters,6,Mar-12,2012
566248,Mzee (Earth-616),\/Mzee_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,6,Dec-12,2012
563956,Omega Red (Omega Clan) (Earth-616),\/Omega_Red_(Omega_Clan)_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,6,Jul-12,2012
563955,Omega White (Earth-616),\/Omega_White_(Earth-616),Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,,Living Characters,6,Jul-12,2012
524165,Prester Omega (Earth-616),\/Prester_Omega_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,,Male Characters,,Living Characters,6,Mar-12,2012
570480,Remlik (Earth-616),\/Remlik_(Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,6,Oct-12,2012
510950,Saber (Earth-616),\/Saber_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,6,Apr-12,2012
566132,Tsar Sultan (Earth-616),\/Tsar_Sultan_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Brown Hair,Male Characters,,Living Characters,6,Dec-12,2012
601960,Kazimierz Kazimierczak (Earth-616),\/Kazimierz_Kazimierczak_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,6,Apr-13,2013
116782,Anna Kefkin (Earth-616),\/Anna_Kefkin_(Earth-616),No Dual Identity,Good Characters,Black Eyes,Brown Hair,Female Characters,,Living Characters,6,,
116780,Jeffrey Haight (Earth-616),\/Jeffrey_Haight_(Earth-616),Public Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,6,,
482641,Kobe (Earth-616),\/Kobe_(Earth-616),Public Identity,,,Black Hair,Male Characters,,Living Characters,6,,
601572,Milo (Earth-616),\/Milo_(Earth-616),Public Identity,,Black Eyes,Black Hair,Male Characters,,Deceased Characters,6,,
16894,Scarlett McKenzie (Earth-616),\/Scarlett_McKenzie_(Earth-616),,,,Red Hair,Female Characters,,Living Characters,6,,
244822,Shredder (Earth-616),\/Shredder_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Bald,Male Characters,,Deceased Characters,6,,
127310,Termagaira (Earth-616),\/Termagaira_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,6,,
634743,Valeria (Hyborian Era) (Earth-616),\/Valeria_(Hyborian_Era)_(Earth-616),Public Identity,,,Blond Hair,Female Characters,,Living Characters,6,,
711321,Ana Cortes (Earth-616),\/Ana_Cortes_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,6,,
716794,Angie Huang (Earth-616),\/Angie_Huang_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,6,,
725601,Dario Agger (Earth-616),\/Dario_Agger_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,6,,
691833,Dawn Greenwood (Earth-616),\/Dawn_Greenwood_(Earth-616),No Dual Identity,Good Characters,Green Eyes,,Female Characters,,Living Characters,6,,
724527,Georgia Dakei (Earth-616),\/Georgia_Dakei_(Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,6,,
695384,Horace Littleton (Earth-616),\/Horace_Littleton_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,6,,
723088,Pedro Olivera (Earth-616),\/Pedro_Olivera_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,6,,
711145,Robbie Reyes (Earth-616),\/Robbie_Reyes_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,6,,
691900,Tanalth (Earth-616),\/Tanalth_(Earth-616),Public Identity,Neutral Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,6,,
715812,Tic (Earth-616),\/Tic_(Earth-616),No Dual Identity,Neutral Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,6,,
183677,Anthony Sardo (Earth-616),\/Anthony_Sardo_(Earth-616),No Dual Identity,Bad Characters,,,Male Characters,,Deceased Characters,5,Oct-39,1939
451439,Benito Mussolini (Earth-616),\/Benito_Mussolini_(Earth-616),No Dual Identity,Bad Characters,,,Male Characters,,Deceased Characters,5,Sep-40,1940
256951,Jim Taylor (Earth-616),\/Jim_Taylor_(Earth-616),,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,5,Apr-40,1940
282468,Robert Foster (Earth-616),\/Robert_Foster_(Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,5,Jan-40,1940
449383,Satan (Black Widow Creator) (Earth-616),\/Satan_(Black_Widow_Creator)_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,5,Aug-40,1940
282575,Trojak (Earth-616),\/Trojak_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,5,Feb-40,1940
461626,Davey Drew (Earth-616),\/Davey_Drew_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,5,Dec-41,1941
237794,Moon Man (Earth-616),\/Moon_Man_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Deceased Characters,5,Mar-41,1941
90960,Tanir (Earth-616),\/Tanir_(Earth-616),Public Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,5,Mar-41,1941
470261,Jerry Dash (Earth-616),\/Jerry_Dash_(Earth-616),Public Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,5,Apr-42,1942
522029,Elise Winters (Earth-616),\/Elise_Winters_(Earth-616),,Bad Characters,,Blond Hair,Female Characters,,Deceased Characters,5,Nov-46,1946
338845,Diablo (Bear) (Earth-616),\/Diablo_(Bear)_(Earth-616),Public Identity,,Brown Eyes,Black Hair,Male Characters,,Living Characters,5,Oct-49,1949
550354,Witness (1949) (Earth-616),\/Witness_(1949)_(Earth-616),Secret Identity,Neutral Characters,,,Male Characters,,Living Characters,5,Jan-49,1949
18332,Lucrezia Borgia (Earth-616),\/Lucrezia_Borgia_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,5,Jul-50,1950
244344,Otto von Schmittsder (Earth-616),\/Otto_von_Schmittsder_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Living Characters,5,Jun-51,1951
606902,Agu (Earth-616),\/Agu_(Earth-616),No Dual Identity,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,5,Jul-53,1953
623666,Chief Wilson (Earth-616),\/Chief_Wilson_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,5,Dec-53,1953
601986,General Olga (Earth-616),\/General_Olga_(Earth-616),Public Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,5,Apr-53,1953
600809,Manchuria Mary (Earth-616),\/Manchuria_Mary_(Earth-616),Public Identity,Bad Characters,,Black Hair,Female Characters,,Deceased Characters,5,Feb-53,1953
106413,Medusa (Earth-616),\/Medusa_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Green Hair,Female Characters,,Deceased Characters,5,Jan-53,1953
624579,Andy Crockett (Earth-616),\/Andy_Crockett_(Earth-616),No Dual Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,5,Apr-54,1954
256947,Leopard Girl (Gwen) (Earth-616),\/Leopard_Girl_(Gwen)_(Earth-616),Secret Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,5,Oct-54,1954
654225,El Alemain (Earth-616),\/El_Alemain_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,5,May-55,1955
691887,Justice (Horse) (Earth-616),\/Justice_(Horse)_(Earth-616),Public Identity,Good Characters,,White Hair,,,Living Characters,5,Nov-55,1955
654223,Rosamund (Earth-616),\/Rosamund_(Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,5,May-55,1955
654205,Sir Lancelot (Earth-616),\/Sir_Lancelot_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,5,May-55,1955
441897,Craig Farnsworth (Earth-616),\/Craig_Farnsworth_(Earth-616),Public Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,5,Dec-56,1956
21175,Carl Hanson (Earth-616),\/Carl_Hanson_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,5,Nov-60,1960
162949,Gorgolla (Earth-616),\/Gorgolla_(Earth-616),Secret Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,5,Apr-60,1960
274251,Chan Liuchow (Earth-616),\/Chan_Liuchow_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,5,Oct-61,1961
682205,Diane Cummings (Earth-616),\/Diane_Cummings_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,5,Aug-61,1961
21171,Gargantus (Aquatic Monster) (Earth-616),\/Gargantus_(Aquatic_Monster)_(Earth-616),Public Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,5,Jan-61,1961
85825,X (Monster) (Earth-616),\/X_(Monster)_(Earth-616),Secret Identity,Bad Characters,Variable Eyes,Variable Hair,,,Living Characters,5,Jun-61,1961
492005,Monster from Mars (Earth-616),\/Monster_from_Mars_(Earth-616),Secret Identity,Bad Characters,,,,,Deceased Characters,5,Mar-62,1962
13110,Nina Tsiolkovsky (Earth-616),\/Nina_Tsiolkovsky_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,5,Oct-62,1962
490565,Phineas (Fifth Dimension) (Earth-616),\/Phineas_(Fifth_Dimension)_(Earth-616),,Good Characters,,White Hair,Male Characters,,Living Characters,5,Dec-62,1962
17509,Tim Boo Ba (Earth-616),\/Tim_Boo_Ba_(Earth-616),,Bad Characters,Purple Eyes,Black Hair,Male Characters,,Living Characters,5,Feb-62,1962
425890,Bill Bishop (Earth-616),\/Bill_Bishop_(Earth-616),No Dual Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,5,Sep-63,1963
8918,Carlo Strange (Earth-616),\/Carlo_Strange_(Earth-616),Public Identity,Bad Characters,Green Eyes,Brown Hair,Male Characters,,Living Characters,5,May-63,1963
8754,Colonel Hendershoot (Earth-616),\/Colonel_Hendershoot_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,5,Nov-63,1963
250126,Dorian Murdstone (Earth-616),\/Dorian_Murdstone_(Earth-616),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,5,Jun-63,1963
681125,Pete (NYPD) (Earth-616),\/Pete_(NYPD)_(Earth-616),,,,,Male Characters,,Living Characters,5,Oct-63,1963
13158,Vernon van Dyne (Earth-616),\/Vernon_van_Dyne_(Earth-616),Public Identity,,,Grey Hair,Male Characters,,Deceased Characters,5,Jun-63,1963
18463,Aggamon (Earth-616),\/Aggamon_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,5,Apr-64,1964
13166,Antonio Rojo (Earth-616),\/Antonio_Rojo_(Earth-616),,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,5,Apr-64,1964
15995,Bull Brogin (Earth-616),\/Bull_Brogin_(Earth-616),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,5,Feb-64,1964
506042,Emnu (Earth-616),\/Emnu_(Earth-616),,Neutral Characters,,Bald,Male Characters,,Living Characters,5,May-64,1964
1779,Franklin Storm (Earth-616),\/Franklin_Storm_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,,Deceased Characters,5,Oct-64,1964
12828,Harold Kane (Earth-616),\/Harold_Kane_(Earth-616),,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,5,Jul-64,1964
15997,Harry Phillips (Earth-616),\/Harry_Phillips_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,5,Feb-64,1964
506039,Ikor (Watcher) (Earth-616),\/Ikor_(Watcher)_(Earth-616),,Neutral Characters,,White Hair,Male Characters,,Living Characters,5,May-64,1964
13093,Redford Raven (Earth-616),\/Redford_Raven_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Red Hair,Male Characters,,Living Characters,5,Feb-64,1964
257273,Skoll (Earth-616),\/Skoll_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,5,Feb-64,1964
15996,Yogi Dakor (Earth-616),\/Yogi_Dakor_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,5,Feb-64,1964
45031,Anthony Baskerville (Earth-616),\/Anthony_Baskerville_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,5,Aug-65,1965
344277,Axonn-Karr (Earth-616),\/Axonn-Karr_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,5,Feb-65,1965
254283,Ularic (Earth-616),\/Ularic_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,5,Aug-65,1965
1154,Behemoth (Atlantean Beast) (Earth-616),\/Behemoth_(Atlantean_Beast)_(Earth-616),,,Black Eyes,Red Hair,,,Living Characters,5,Mar-66,1966
189394,Supreme One (Earth-616),\/Supreme_One_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,5,May-66,1966
296352,Ula (Earth-616),\/Ula_(Earth-616),,Neutral Characters,,Black Hair,Female Characters,,Living Characters,5,Jan-66,1966
18530,Alibar (Earth-616),\/Alibar_(Earth-616),No Dual Identity,,,,Male Characters,,Living Characters,5,Jun-67,1967
529204,Chet Huntley (Earth-616),\/Chet_Huntley_(Earth-616),Public Identity,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,5,Jul-67,1967
39592,Colonel Ling (Earth-616),\/Colonel_Ling_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,5,Jun-67,1967
308577,Chester Fenton (Earth-616),\/Chester_Fenton_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,5,Jun-68,1968
309519,Dr Thaxton (Earth-616),\/Dr_Thaxton_(Earth-616),,Bad Characters,,,Male Characters,,Deceased Characters,5,Jul-68,1968
40059,Kratos (Earth-616),\/Kratos_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,5,Mar-68,1968
310913,Marduk (Sons of Satannish) (Earth-616),\/Marduk_(Sons_of_Satannish)_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,5,Dec-68,1968
83891,Paul Richarde (Earth-616),\/Paul_Richarde_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,5,Nov-68,1968
196715,Robert McCoy (Earth-616),\/Robert_McCoy_(Earth-616),Public Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,5,Oct-68,1968
18722,Umbu (Earth-616),\/Umbu_(Earth-616),Secret Identity,Bad Characters,,No Hair,,,Living Characters,5,Dec-68,1968
502895,Edward Forsyth (Earth-616),\/Edward_Forsyth_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,5,Nov-69,1969
558041,Karl Kraus (Earth-616),\/Karl_Kraus_(Earth-616),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,5,Sep-69,1969
